Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5% On Purchase,Cost Of Goods,Total Cost,Date Of Purchase,Time Of Purchase,Payment,Gross Margin %,Gross Income,Rating
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,69.46,72.933,3/1/2019,18:14:00,Ewallet,4.761904762,3.473,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,359.6,377.58,1/17/2019,15:05:00,Credit card,4.761904762,17.98,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,137.13,143.9865,3/26/2019,10:34:00,Credit card,4.761904762,6.8565,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,499.02,523.971,3/20/2019,11:23:00,Cash,4.761904762,24.951,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,224.64,235.872,2/6/2019,13:55:00,Credit card,4.761904762,11.232,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,125.74,132.027,1/1/2019,11:43:00,Cash,4.761904762,6.287,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,490.26,514.773,1/27/2019,14:36:00,Credit card,4.761904762,24.513,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,457.05,479.9025,2/25/2019,16:03:00,Ewallet,4.761904762,22.8525,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,156.84,164.682,1/16/2019,20:03:00,Credit card,4.761904762,7.842,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,119.72,125.706,1/13/2019,14:55:00,Ewallet,4.761904762,5.986,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,543.6,570.78,2/7/2019,11:28:00,Credit card,4.761904762,27.18,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,882.81,926.9505,2/17/2019,19:41:00,Cash,4.761904762,44.1405,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,152.58,160.209,2/12/2019,19:01:00,Ewallet,4.761904762,7.629,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,693.44,728.112,1/24/2019,18:04:00,Credit card,4.761904762,34.672,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,229.5,240.975,2/6/2019,19:20:00,Ewallet,4.761904762,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,146.79,154.1295,3/26/2019,10:31:00,Ewallet,4.761904762,7.3395,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,141.6,148.68,3/11/2019,13:28:00,Ewallet,4.761904762,7.08,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,116.69,122.5245,2/7/2019,11:36:00,Ewallet,4.761904762,5.8345,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,73.96,77.658,1/5/2019,11:32:00,Credit card,4.761904762,3.698,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,97.94,102.837,3/7/2019,11:44:00,Ewallet,4.761904762,4.897,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,292.2,306.81,2/25/2019,17:16:00,Credit card,4.761904762,14.61,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,524.88,551.124,2/1/2019,18:43:00,Ewallet,4.761904762,26.244,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,92.04,96.642,1/22/2019,11:00:00,Ewallet,4.761904762,4.602,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,75.88,79.674,1/3/2019,10:30:00,Credit card,4.761904762,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,80.72,84.756,2/13/2019,12:14:00,Credit card,4.761904762,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,112.62,118.251,1/28/2019,16:43:00,Credit card,4.761904762,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,71.2,74.76,1/5/2019,20:40:00,Credit card,4.761904762,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,155.24,163.002,3/19/2019,13:40:00,Ewallet,4.761904762,7.762,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,294.2,308.91,1/12/2019,16:23:00,Ewallet,4.761904762,14.71,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,548.55,575.9775,1/7/2019,12:08:00,Credit card,4.761904762,27.4275,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,257.7,270.585,1/26/2019,17:45:00,Cash,4.761904762,12.885,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,396.36,416.178,1/23/2019,10:28:00,Cash,4.761904762,19.818,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,171.81,180.4005,2/9/2019,20:31:00,Ewallet,4.761904762,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,488.79,513.2295,2/22/2019,10:49:00,Cash,4.761904762,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,524.16,550.368,2/5/2019,12:34:00,Cash,4.761904762,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,133.26,139.923,3/7/2019,10:23:00,Credit card,4.761904762,6.663,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,135.24,142.002,3/25/2019,18:51:00,Cash,4.761904762,6.762,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,112.44,118.062,1/20/2019,13:45:00,Credit card,4.761904762,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,144.08,151.284,2/4/2019,19:38:00,Cash,4.761904762,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,985.2,1034.46,1/30/2019,20:23:00,Ewallet,4.761904762,49.26,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,249.96,262.458,1/2/2019,15:24:00,Ewallet,4.761904762,12.498,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,217.26,228.123,3/29/2019,16:54:00,Ewallet,4.761904762,10.863,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,194.22,203.931,3/14/2019,12:32:00,Cash,4.761904762,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,892,936.6,2/11/2019,15:42:00,Credit card,4.761904762,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,339.36,356.328,1/30/2019,13:58:00,Ewallet,4.761904762,16.968,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,447.06,469.413,3/20/2019,15:08:00,Ewallet,4.761904762,22.353,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,198.5,208.425,3/20/2019,13:02:00,Cash,4.761904762,9.925,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,812.1,852.705,1/17/2019,13:01:00,Credit card,4.761904762,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,493.3,517.965,2/3/2019,16:40:00,Credit card,4.761904762,24.665,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,591.66,621.243,1/1/2019,13:55:00,Cash,4.761904762,29.583,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,559.02,586.971,1/10/2019,10:33:00,Credit card,4.761904762,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,517.86,543.753,3/2/2019,16:42:00,Ewallet,4.761904762,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,410.2,430.71,2/25/2019,17:16:00,Credit card,4.761904762,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,266.7,280.035,1/29/2019,11:48:00,Cash,4.761904762,13.335,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,70.91,74.4555,3/10/2019,19:35:00,Ewallet,4.761904762,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,144.78,152.019,1/13/2019,19:55:00,Credit card,4.761904762,7.239,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,429.55,451.0275,3/22/2019,14:33:00,Credit card,4.761904762,21.4775,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,569.17,597.6285,3/1/2019,19:49:00,Ewallet,4.761904762,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,241.2,253.26,2/20/2019,18:43:00,Cash,4.761904762,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,127.08,133.434,1/14/2019,14:43:00,Ewallet,4.761904762,6.354,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,257.08,269.934,3/26/2019,13:54:00,Cash,4.761904762,12.854,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,139.02,145.971,3/1/2019,12:15:00,Ewallet,4.761904762,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,81.66,85.743,1/7/2019,12:37:00,Cash,4.761904762,4.083,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,310.72,326.256,2/1/2019,19:54:00,Cash,4.761904762,15.536,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,185.96,195.258,2/13/2019,15:06:00,Credit card,4.761904762,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,72.32,75.936,1/14/2019,18:03:00,Credit card,4.761904762,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,189.18,198.639,1/19/2019,15:58:00,Ewallet,4.761904762,9.459,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,206.84,217.182,3/9/2019,13:53:00,Credit card,4.761904762,10.342,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,157.02,164.871,3/27/2019,14:03:00,Cash,4.761904762,7.851,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,215.3,226.065,2/4/2019,16:38:00,Ewallet,4.761904762,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,596.1,625.905,3/14/2019,11:07:00,Cash,4.761904762,29.805,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,73.1,76.755,3/4/2019,12:23:00,Cash,4.761904762,3.655,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,279.18,293.139,3/3/2019,10:54:00,Credit card,4.761904762,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,169.68,178.164,1/27/2019,17:38:00,Ewallet,4.761904762,8.484,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,45.58,47.859,2/7/2019,14:13:00,Cash,4.761904762,2.279,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,225.6,236.88,2/5/2019,11:51:00,Ewallet,4.761904762,11.28,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,290.4,304.92,3/15/2019,13:05:00,Cash,4.761904762,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,44.46,46.683,3/1/2019,11:30:00,Credit card,4.761904762,2.223,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,156.6,164.43,2/15/2019,13:30:00,Credit card,4.761904762,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,419.94,440.937,2/17/2019,19:11:00,Ewallet,4.761904762,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,184.25,193.4625,1/26/2019,18:53:00,Cash,4.761904762,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,140.64,147.672,3/24/2019,14:22:00,Ewallet,4.761904762,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,83.08,87.234,1/23/2019,17:16:00,Ewallet,4.761904762,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,64.99,68.2395,1/26/2019,10:06:00,Credit card,4.761904762,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,775.6,814.38,3/14/2019,20:35:00,Ewallet,4.761904762,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,327.06,343.413,3/17/2019,13:54:00,Ewallet,4.761904762,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,363.23,381.3915,1/8/2019,20:08:00,Cash,4.761904762,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,127,133.35,2/8/2019,15:26:00,Cash,4.761904762,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,375.55,394.3275,2/10/2019,12:56:00,Ewallet,4.761904762,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,199.16,209.118,3/28/2019,19:16:00,Credit card,4.761904762,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,30.61,32.1405,1/23/2019,12:20:00,Ewallet,4.761904762,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,115.78,121.569,1/17/2019,10:37:00,Ewallet,4.761904762,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,28.96,30.408,2/7/2019,10:18:00,Credit card,4.761904762,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,890.73,935.2665,3/9/2019,11:23:00,Cash,4.761904762,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,279.66,293.643,1/24/2019,11:45:00,Cash,4.761904762,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,80.93,84.9765,1/19/2019,16:08:00,Credit card,4.761904762,4.0465,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,674.5,708.225,2/3/2019,11:25:00,Ewallet,4.761904762,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,348.48,365.904,3/20/2019,12:24:00,Ewallet,4.761904762,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,435.6,457.38,1/13/2019,19:51:00,Cash,4.761904762,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,439.55,461.5275,3/14/2019,18:10:00,Ewallet,4.761904762,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,591.18,620.739,1/23/2019,11:22:00,Credit card,4.761904762,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,260.76,273.798,2/7/2019,17:55:00,Ewallet,4.761904762,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,215.04,225.792,3/28/2019,15:30:00,Credit card,4.761904762,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,91.61,96.1905,3/20/2019,19:44:00,Cash,4.761904762,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,662.13,695.2365,1/17/2019,15:27:00,Credit card,4.761904762,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,832.5,874.125,1/12/2019,11:25:00,Credit card,4.761904762,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,91.35,95.9175,2/16/2019,15:42:00,Cash,4.761904762,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,157.76,165.648,1/26/2019,16:04:00,Cash,4.761904762,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,121.74,127.827,3/9/2019,12:37:00,Ewallet,4.761904762,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,825.8,867.09,3/14/2019,14:41:00,Cash,4.761904762,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,159.9,167.895,1/25/2019,14:19:00,Ewallet,4.761904762,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.09,12.6945,1/26/2019,18:19:00,Credit card,4.761904762,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,641.9,673.995,1/19/2019,14:08:00,Credit card,4.761904762,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,234.93,246.6765,3/5/2019,16:38:00,Ewallet,4.761904762,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,167.54,175.917,1/15/2019,10:54:00,Credit card,4.761904762,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,299.1,314.055,3/18/2019,11:29:00,Ewallet,4.761904762,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,239.73,251.7165,3/20/2019,19:28:00,Credit card,4.761904762,11.9865,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,664.7,697.935,1/15/2019,15:01:00,Credit card,4.761904762,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,202.65,212.7825,3/3/2019,20:31:00,Credit card,4.761904762,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,46.2,48.51,3/19/2019,12:16:00,Cash,4.761904762,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,88.15,92.5575,3/8/2019,15:27:00,Cash,4.761904762,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,157.26,165.123,2/27/2019,17:36:00,Ewallet,4.761904762,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,296.37,311.1885,2/23/2019,20:00:00,Ewallet,4.761904762,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,708.4,743.82,3/19/2019,15:29:00,Ewallet,4.761904762,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,111.34,116.907,3/27/2019,15:08:00,Ewallet,4.761904762,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,580.16,609.168,3/30/2019,19:26:00,Credit card,4.761904762,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,60.25,63.2625,2/16/2019,15:53:00,Ewallet,4.761904762,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,174.24,182.952,1/18/2019,18:43:00,Ewallet,4.761904762,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,421.26,442.323,3/30/2019,14:58:00,Cash,4.761904762,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,33.63,35.3115,3/20/2019,19:55:00,Cash,4.761904762,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,30.98,32.529,1/16/2019,15:10:00,Cash,4.761904762,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,247.4,259.77,2/24/2019,16:44:00,Cash,4.761904762,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,378.3,397.215,1/15/2019,18:22:00,Ewallet,4.761904762,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,334.86,351.603,1/22/2019,11:52:00,Cash,4.761904762,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,727.8,764.19,2/3/2019,17:24:00,Cash,4.761904762,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,335.88,352.674,3/6/2019,15:31:00,Ewallet,4.761904762,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,240.72,252.756,2/16/2019,18:04:00,Credit card,4.761904762,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,47.07,49.4235,3/14/2019,14:13:00,Credit card,4.761904762,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,99.69,104.6745,2/27/2019,10:23:00,Credit card,4.761904762,4.9845,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,264.45,277.6725,1/18/2019,10:11:00,Ewallet,4.761904762,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,139.65,146.6325,1/29/2019,15:48:00,Cash,4.761904762,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,55.45,58.2225,2/26/2019,17:46:00,Credit card,4.761904762,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,128.91,135.3555,2/3/2019,11:46:00,Cash,4.761904762,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,119.98,125.979,1/16/2019,12:07:00,Credit card,4.761904762,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,352.5,370.125,3/24/2019,18:14:00,Credit card,4.761904762,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,871,914.55,2/12/2019,14:45:00,Credit card,4.761904762,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,197.6,207.48,2/21/2019,11:39:00,Cash,4.761904762,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,194.52,204.246,2/4/2019,15:44:00,Ewallet,4.761904762,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,173.22,181.881,2/20/2019,13:06:00,Ewallet,4.761904762,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,71.88,75.474,2/23/2019,20:43:00,Ewallet,4.761904762,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,286.26,300.573,2/16/2019,14:19:00,Ewallet,4.761904762,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,81.24,85.302,1/17/2019,10:01:00,Credit card,4.761904762,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,560.4,588.42,1/14/2019,19:30:00,Ewallet,4.761904762,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,186.8,196.14,3/30/2019,16:34:00,Cash,4.761904762,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,220.23,231.2415,3/2/2019,13:10:00,Ewallet,4.761904762,11.0115,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,269.12,282.576,2/15/2019,17:10:00,Credit card,4.761904762,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,454.8,477.54,3/1/2019,10:22:00,Credit card,4.761904762,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,167.54,175.917,2/24/2019,19:57:00,Cash,4.761904762,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,448.56,470.988,2/19/2019,19:29:00,Credit card,4.761904762,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,293.88,308.574,2/23/2019,18:30:00,Cash,4.761904762,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,589.5,618.975,2/7/2019,14:27:00,Ewallet,4.761904762,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,291,305.55,1/11/2019,13:57:00,Ewallet,4.761904762,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,39.48,41.454,2/12/2019,19:43:00,Cash,4.761904762,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,34.81,36.5505,1/14/2019,10:11:00,Credit card,4.761904762,1.7405,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,295.92,310.716,1/9/2019,13:46:00,Ewallet,4.761904762,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,42.96,45.108,2/27/2019,12:22:00,Ewallet,4.761904762,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,138.48,145.404,1/24/2019,19:20:00,Ewallet,4.761904762,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,98.2,103.11,1/8/2019,12:58:00,Credit card,4.761904762,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,129.66,136.143,1/8/2019,11:59:00,Credit card,4.761904762,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,635.6,667.38,1/16/2019,17:59:00,Cash,4.761904762,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,145.76,153.048,3/13/2019,12:51:00,Cash,4.761904762,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,201.3,211.365,2/15/2019,10:36:00,Cash,4.761904762,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,631.71,663.2955,1/25/2019,13:38:00,Cash,4.761904762,31.5855,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,385.28,404.544,3/12/2019,19:39:00,Ewallet,4.761904762,19.264,5.2
